id,input,output,real_output
nikluge-au-2022-train-010467,또는 저렴한게 내 눈에 차지 않게 되었을 수도.,0,
nikluge-au-2022-train-010468,어떻게든 후려치고 약점을 잡아 재기불능하게 만들기 위해 일 얘기 하면 아마추어지~ 같은 소리 하는 사람들끼리만 남기고 다 죽이기 위해 똘똘 뭉침.,1,
nikluge-au-2022-train-010469,본디 우리과였던 남학생들은 그래도 사리분별을 했는데 영어 좀 한다고 이중전공 하러 온 경영대 남학생들이 쌉소리 하다가 많이 발렸지,1,
nikluge-au-2022-train-010470,"실무에서 멀어지기 싫어서, 지시만 하는 꼰대가 되기 싫어서 위로 올라가기 망설이는 후배들은 대부분 여자다.",1,
nikluge-au-2022-train-010471,(맘충 취급을 당할 수 있다),1,
nikluge-au-2022-train-010472,나도 느긋한 엄마일 수 있구나.,0,
nikluge-au-2022-train-010473,누누도 그걸 믿어주는구나.,0,
nikluge-au-2022-train-010474,이걸 알게 된 게 나중에도 힘이 될 것 같다.,0,
nikluge-au-2022-train-010475,조리퐁 된장녀 김여사 빨간마후라 다 이 세대가 만든 것 맞고 근데 지금의 20은 10대 초반에 이미 그 3040이 만든 컨텐츠 보고 자랐으니까.,1,
nikluge-au-2022-train-010476,살아나라 내 기분,0,
nikluge-au-2022-train-010477,re) 20대남에겐 강력한 여혐 네트워크가 있었는데.,1,
nikluge-au-2022-train-010478,&company& 깝치지 마세요이다,1,
nikluge-au-2022-train-010479,출산의 의무 같은 소리 하는 멍청이를 그 자리에서 바로 내치거나,1,
nikluge-au-2022-train-010480,다음주면 엄마가 삼십여년의 근무를 마치고 정년퇴직을 하신다.,0,
nikluge-au-2022-train-010481,어쨌든 ‘수치심’이라는 말조차도 모에요소로 써먹는 미친놈들이 있어서 성적 수치심이라는 말은 안 쓰였으면 좋겠다.,1,
nikluge-au-2022-train-010482,하찮게 보일 것인가,0,
nikluge-au-2022-train-010483,헤드헌터들이여,0,
nikluge-au-2022-train-010484,그리고  &name&파트에 그게 왜들어가,0,
nikluge-au-2022-train-010485,누가긁음,0,
nikluge-au-2022-train-010486,점심사줘라,0,
nikluge-au-2022-train-010487,&name& 개인&company& 언제만들어줄건데 &company&놈들아,1,
nikluge-au-2022-train-010488,눈치가 아주 재기했네,1,
nikluge-au-2022-train-010489,나쁜놈들아...,1,
nikluge-au-2022-train-010490,얘들아 생각해봤는데 씹덕들 경제관념이 앨범단위라 문제인거같아 2만원도 되게 큰돈인데 1앨범이라 생각하니까 막쓰게돼,1,
nikluge-au-2022-train-010491,카메라 들으면 욕심이 배로 늘어난달까...,0,
nikluge-au-2022-train-010492,여기 틀딱들 다 군대얘기해,1,
nikluge-au-2022-train-010493,&name& 집안 금수저라 군면제잖아,0,
nikluge-au-2022-train-010494,하 근데 라라러브때 대전 저기 떨어진거 생각나네,0,
nikluge-au-2022-train-010495,저 가방 두개들고있어요,0,
nikluge-au-2022-train-010496,죽고싶다,0,
nikluge-au-2022-train-010497,오늘 밥먹다 바지에 간장쏟았어,0,
nikluge-au-2022-train-010498,무친놈들아,1,
nikluge-au-2022-train-010499,직장없는데 카드값 700인데 공내가려는 놈,1,
nikluge-au-2022-train-010500,카드값 700인 씹덕 vs 최애 졸업식 보려고 군대 미루눈 씹덕,1,
nikluge-au-2022-train-010501,왜 &name& 22살 쳐먹고 저런소리 듣고싶니?,1,
nikluge-au-2022-train-010502,ㅋㅋㅋㅋㅋㅋ4개는 너무 양아치다,1,
nikluge-au-2022-train-010503,왜 순대국을 틀딱 입맛이라고 생각하는거지?,1,
nikluge-au-2022-train-010504,겁나 귀엽지,0,
nikluge-au-2022-train-010505,뭐하는거야 진짜...,0,
nikluge-au-2022-train-010506,웅성웅성..,0,
nikluge-au-2022-train-010507,나 그 계정 두개 동일인물인지 몰랐어,0,
nikluge-au-2022-train-010508,그거 면접 일정짜기두 힘들겠다,0,
nikluge-au-2022-train-010509,1팬싸당 거의 1치킨값씩 더 가져감,0,
nikluge-au-2022-train-010510,처음봤을때는 되게 조용하게 덕질하시는거 같았는데 오프를 다니다 보니까 &name&님만큼 십덕에 주접킹은 없는거같다,1,
nikluge-au-2022-train-010511,빨리 친구 만들어줘라,0,
nikluge-au-2022-train-010512,빨리와라,0,
nikluge-au-2022-train-010513,사람 너무많아 빨리와,0,
nikluge-au-2022-train-010514,민증 두고와서 다시 집가는중,0,
nikluge-au-2022-train-010515,두니아 까지마라.,0,
nikluge-au-2022-train-010516,님은 에덴천재예요,0,
nikluge-au-2022-train-010517,옵 그래봤자 소생불가임,0,
nikluge-au-2022-train-010518,남혐하는 맥주같은데요,1,
nikluge-au-2022-train-010519,후 제가 시스여성이었다면 한국남혐바이녀를 닉넴으로 썼을텐데 아쉽네요,1,
nikluge-au-2022-train-010520,(악역이라 다행이다),0,
nikluge-au-2022-train-010521,핸캔 안쓰는데 쓰라고 들이미는거봐요,0,
nikluge-au-2022-train-010522,인간을 괴롭히는걸 업으로 삼는 개자식들은 인간의 삶에 필요 없다,1,
nikluge-au-2022-train-010523,선생님 머에요,0,
nikluge-au-2022-train-010524,선생님도 이제 천왕이다,0,
nikluge-au-2022-train-010525,저게 무슨 의미인가,0,
nikluge-au-2022-train-010526,물론 정보는 돈이라지만 내가 갖고있는 돈 다 내놓으라뇨,0,
nikluge-au-2022-train-010527,(갑자기 욕함),0,
nikluge-au-2022-train-010528,&company&의,0,
nikluge-au-2022-train-010529,맵 80퍼센트 깠는데도 그중에 내가 절반정도 차지했다...,0,
nikluge-au-2022-train-010530,게임에서 쉽지만 랜덤드랍,0,
nikluge-au-2022-train-010531,하... 아이스본에서 *유일하게*괜찮아보인 장비인 길드세트도 미니스커트란 이야기 듣고 슬픔에 자빠져있다,0,
nikluge-au-2022-train-010532,아 물론 엔딩은 잘 무사히 잘 봤구요,0,
nikluge-au-2022-train-010533,저는 고통에 한동안 엎어져잇었따,0,
nikluge-au-2022-train-010534,빠르진않지만 여전히 느긋하게 하면 다음단계로 넘어갈것같다,0,
nikluge-au-2022-train-010535,불법무기,0,
nikluge-au-2022-train-010536,어떤 놈이 달에서 죽어있길래 가서 살려줬더니 그 인간 경이 템 떴다는 문구가 나와서 아 괜히살렸다 싶기도 하고,1,
nikluge-au-2022-train-010537,제 빻은 취향은..,0,
nikluge-au-2022-train-010538,저번에도 이야기했던거처럼 관통상이구요,0,
nikluge-au-2022-train-010539,(갑자기 고백),0,
nikluge-au-2022-train-010540,왜 환불했나요:,0,
nikluge-au-2022-train-010541,물론 이것은.....,0,
nikluge-au-2022-train-010542,하지만 정말 문구로는 맘에 든다구 생각해,0,
nikluge-au-2022-train-010543,근데 산탄총이라 적혀있으니 어이가 없다,0,
nikluge-au-2022-train-010544,지금까지 알탕액션운전은 음 저세상 빨리가고싶어서 꼴값떠네 싶어왔는데 진짜로 터미네이터:다크페이트는 막 설레는게 있음...,1,
nikluge-au-2022-train-010545,감마세트를 추천빌드로 넣지말란말이다 개자식들아,1,
nikluge-au-2022-train-010546,크립트 오브 더 네크로댄서랑 풀메탈퓨리즈 너무 어려워서 포기했는데 여주겜이라 엔딩봐야할것같은 느낌이 들고..,0,
nikluge-au-2022-train-010547,아 노답게이머다,1,
nikluge-au-2022-train-010548,문명5했을때 과학승리는 잘있어라 지구의 쓰레기놈들아,1,
nikluge-au-2022-train-010549,하여간 남초놈등 외모만 보고 싫어하는데 거기다 이유붙이는거 뿐,1,
nikluge-au-2022-train-010550,"언제나 미래에 내가 무엇을 할수있을지, 내가 그걸 좀 더 편리하게 하기 위해 무엇을 할수있을지 생각해보는 작업이에요.",0,
nikluge-au-2022-train-010551,"분노... 걔가 날 친밀하게 여기는건 알고있고 그것은 내가 거부하더라도 사실이라 별로 생각없는데 내가 걔를 친밀하게 여기는건..아니야,..",0,
nikluge-au-2022-train-010552,걔는 그냥 은인이야..,0,
nikluge-au-2022-train-010553,니가 봐도 좀 욕들어쳐먹어도 된다고 생각하지않냐?,1,
nikluge-au-2022-train-010554,번지야아악,0,
nikluge-au-2022-train-010555,공부해서 성적올려야지...,0,
nikluge-au-2022-train-010556,진짜 너무화낫음,0,
nikluge-au-2022-train-010557,혈육이랑 같이 머리했는데,0,
nikluge-au-2022-train-010558,어떻게 된 탐라가...,0,
nikluge-au-2022-train-010559,어떻게 이럴수잇니???!?!?!?,0,
nikluge-au-2022-train-010560,아 &name& 너무 웃긴사람인것같음,0,
nikluge-au-2022-train-010561,그렇게 니 하고싶은 얘기만 할거면 등록금 환급을 해줘라...!,0,
nikluge-au-2022-train-010562,&name& 팬들은 플미 문화 안따라간다구요,0,
nikluge-au-2022-train-010563,고작 만원 이만원 벌자고 티켓을 다잡아갔네,0,
nikluge-au-2022-train-010564,내가 생각해도 너무 과몰입오타쿠처럼 웃고 있어서 머쓱해가지구 껐음,1,
nikluge-au-2022-train-010565,너네진짜재수없다,1,
nikluge-au-2022-train-010566,본인이 돈많은거 아는 놈들도 재수없지만 돈 많고 평생 그거 누리고 살았고/살 거면서 인정 안 하는 놈들도 정말 재수없음,1,
nikluge-au-2022-train-010567,지는 방학동안 윈터스쿨 들어가서 하루종일 현강듣고 학원 관리받을 거면서 나한텐 방학동안 알바해서 인강 프리패스 비용 벌래,0,
nikluge-au-2022-train-010568,아역겨워,1,
nikluge-au-2022-train-010569,이공게한남,1,
nikluge-au-2022-train-010570,나 한동안 이공계한남 개싫어해서 학원도 가기 싫었음,1,
nikluge-au-2022-train-010571,&name& 넘 조아...,0,
nikluge-au-2022-train-010572,사고싶다...,0,
nikluge-au-2022-train-010573,피해자랑 얘기된거임?,0,
nikluge-au-2022-train-010574,한남개저씨들 우리차 뒤에서 담배피다가 차 여는 삐빅 소리에 놀라서 나한테 성질냄,1,
nikluge-au-2022-train-010575,어쩌고웅앵마라라면 아니고,1,
nikluge-au-2022-train-010576,동생 자꾸 노체 쓴다,0,
nikluge-au-2022-train-010577,대가리 깨,1,
nikluge-au-2022-train-010578,아무것도 안먹고 공부만 했음,0,
nikluge-au-2022-train-010579,으휴 음침인간들,1,
nikluge-au-2022-train-010580,순정망화는 로맨스라고 하기엔 개그에 가깝지만 그래도 약간 로맨스..,0,
nikluge-au-2022-train-010581,중2때 하이큐 보고 스가 팠었다,0,
nikluge-au-2022-train-010582,그 뒤로 세이죠에 빠져서 세이죠 3학년 좋아했는데 그 중에서도 하나마키와 마츠카와를 좋아했다,0,
nikluge-au-2022-train-010583,마츠하나에 진심이었어,0,
nikluge-au-2022-train-010584,도쿄구울,0,
nikluge-au-2022-train-010585,나만이 없는 거리...,0,
nikluge-au-2022-train-010586,노래 너무 잘해,0,
nikluge-au-2022-train-010587,뮤지컬이든 영화든 ost든 싹 다 소화할 목소리 성량,0,
nikluge-au-2022-train-010588,잊을만 하면 기레기들이 병크 어그로....,1,
nikluge-au-2022-train-010589,개이쁘다,0,
nikluge-au-2022-train-010590,아니 나 이거 처음봐,0,
nikluge-au-2022-train-010591,왜 개저 웃음 짓고 잇누,1,
nikluge-au-2022-train-010592,대가리 왜 달고 다닌데,1,
nikluge-au-2022-train-010593,어떤 새끼가 학교 운동장에서 고함지르냐,1,
nikluge-au-2022-train-010594,일단 끝까지 읽어보겟슴,0,
nikluge-au-2022-train-010595,아닌가 할일 많은 게 바쁜 건가,0,
nikluge-au-2022-train-010596,내가 사회에서 한 사람 분의 몫을 할 수 있을까?,0,
nikluge-au-2022-train-010597,그럼 이제 그냥 차라리 없는 사람 취급 해 줘라,1,
nikluge-au-2022-train-010598,진짜 심장 박동수 계속 올라갔다가 내려갔다가 반복하니까 애플워치가 계속 운동 하냐고 물어봄,0,
nikluge-au-2022-train-010599,새삼 대가리 안 좋은 거 깨달아서,1,
nikluge-au-2022-train-010600,빻은 아저씨들의 말들과 구성....,1,
nikluge-au-2022-train-010601,템포수록곡만 해도 얼마나 심장이 요동쳤는데..,0,
nikluge-au-2022-train-010602,걍 각자 초능력대로 곡 컨셉 잡았다는 게 너무 오짐,0,
nikluge-au-2022-train-010603,오타쿠과몰입 중,1,
nikluge-au-2022-train-010604,저 미모에 귀찌라니...,0,
nikluge-au-2022-train-010605,몬스터 생각나고 너무 좋네,0,
nikluge-au-2022-train-010606,거기다 지나간 평행우주 컨셉에 아직도 한을 가진 사람이 있다?!,0,
nikluge-au-2022-train-010607,&name& 폴댄스하는 상상좀 머릿속에서 꺼내줘,0,
nikluge-au-2022-train-010608,상대방이 서래마을로 나오라고해서 다주것써 하고 씩씩대면서 걸어가다가 말한상소에 서있는 길쭉한 실루엣 보고 입틀어막는 &name&....,0,
nikluge-au-2022-train-010609,여름날 이야기는 진짜 많이 빻아서 수정을 좀 여러번 거쳐야 할것같아요,1,
nikluge-au-2022-train-010610,눈물이 났죠,0,
nikluge-au-2022-train-010611,&company&에 &name& 쳤더니,0,
nikluge-au-2022-train-010612,&name& 눈치도 없는새끼,1,
nikluge-au-2022-train-010613,&name&이 스스로 생각하기에도 조금 찐따같은 톤으로 말하자마자 잠긴 목소리가 들렸다.,1,
nikluge-au-2022-train-010614,"그런 형웒에 비해 저는 고작 옆집 고등학생, 그것도 기연의 신뢰마저 잃어버린 양아치에 불과했다.",1,
nikluge-au-2022-train-010615,마이크켜진줄모르고 백스테이지에서 숙소 비대얘기해서 전세계생중계된 아이돌,0,
nikluge-au-2022-train-010616,아니라느니!!,0,
nikluge-au-2022-train-010617,뭐야 이거?,0,
nikluge-au-2022-train-010618,벙찐 &name& 앞에서 한숨 푹 쉬는 &name&,0,
nikluge-au-2022-train-010619,&name& 팔짱끼고 취조하듯이 말함.,0,
nikluge-au-2022-train-010620,언니 말대로면 디올언니랑 언니도 그렇고 그런 사이겠네요.,0,
nikluge-au-2022-train-010621,휴게실을 걸어나온 &name&는 웃던 표정을 싹 굳히면서,0,
nikluge-au-2022-train-010622,와 익명님 천재같아요,0,
nikluge-au-2022-train-010623,와 나 진짜 이 뱁새아조씨 어떡하면좋아....,0,
nikluge-au-2022-train-010624,또 팬들한테 밥챙겨먹으라고 셀카말고 밥사진올리면서 mbb만들었는데 그와중에 반대로씀...,0,
nikluge-au-2022-train-010625,두분 동시에 이런거 올리면..,0,
nikluge-au-2022-train-010626,&name&는 같은 과학실험부(아빠가 들어가라고 해서 들어옴)인 &name&에게 넌지시 말을 꺼내본다.,0,
nikluge-au-2022-train-010627,"저어, &name&야.",0,
nikluge-au-2022-train-010628,곧바로 돌아온 즉답에 꿀민지는 시무룩해짐.,0,
nikluge-au-2022-train-010629,그러나 음악시간은 노는시간이었고 &affiliation&는 찐따나 가는 동아리 취급이었음,1,
nikluge-au-2022-train-010630,워낙 젊을때 &name& 낳기도했고 철저한 관리로 늙지도 않아서(..) 전부 언닌줄 알겠지...,0,
nikluge-au-2022-train-010631,&name&엄마는 이민으로 미국와서 치어리더부 주장꿰차고 럭비선수 남편이랑 결혼함,0,
nikluge-au-2022-train-010632,근데 그런 핫셀럽 &name&은 몇년째 과학실험부 부장 &name& 졸졸 따라다니면서 귀찮게 하고있을듯,0,
nikluge-au-2022-train-010633,어린애를 달래는듯한 목소리에 &name&의 귀가 불타는듯 달아올랐다.,0,
nikluge-au-2022-train-010634,"이 더럽고, 추잡스러운 새끼야..!",1,
nikluge-au-2022-train-010635,한남 왜 안죽어,1,
nikluge-au-2022-train-010636,브이로그라니,0,
nikluge-au-2022-train-010637,&name& 견뎌줘,0,
nikluge-au-2022-train-010638,퇴근해야겠다..,0,
nikluge-au-2022-train-010639,내일도 출근이니까 알게뭐야,0,
nikluge-au-2022-train-010640,&name& 너무 미친사람인데 다정해서 돌아번지거든요,1,
nikluge-au-2022-train-010641,15층 사는 인간들은 1층에 있는 엘리베이터 둘 중에 하나만 눌러라,0,
nikluge-au-2022-train-010642,회사냄져들이랑 같ㅇㅣ 조커 보고 밥 먹으면서 후기 들을 생각에 약간 숨이 안쉬어지는,1,
nikluge-au-2022-train-010643,다 했으면 일루와 하고 안아주는 &name&,0,
nikluge-au-2022-train-010644,저 오늘 아이패드 사는데 당장 전자책 살래욬,0,
nikluge-au-2022-train-010645,조커 보러와서 한남에 분노하기.,1,
nikluge-au-2022-train-010646,너무하시네요,0,
nikluge-au-2022-train-010647,첨만나면아무말도못할듯,0,
nikluge-au-2022-train-010648,대견해서 그래,0,
nikluge-au-2022-train-010649,공부한지,0,
nikluge-au-2022-train-010650,한심한련,1,
nikluge-au-2022-train-010651,공부도안하는게잠이나처잘것이지,1,
nikluge-au-2022-train-010652,에라이**개같은,1,
nikluge-au-2022-train-010653,내가 인소 쫌 읽엇던 사람인데 첨봄,0,
nikluge-au-2022-train-010654,오타쿠 웃음 주체안댐,1,
nikluge-au-2022-train-010655,(두통때문에 험악해짐),0,
nikluge-au-2022-train-010656,신입 귀엽고요~~~,0,
nikluge-au-2022-train-010657,처돌았냐?,1,
nikluge-au-2022-train-010658,돌대가리 같은 소리 말고~,1,
nikluge-au-2022-train-010659,같은 집에서 하신건가?,0,
nikluge-au-2022-train-010660,계씰햇어요?,0,
nikluge-au-2022-train-010661,먼일인가 했더니 별 걸로,0,
nikluge-au-2022-train-010662,쪽팔린 줄 알고,0,
nikluge-au-2022-train-010663,(흐으으음),0,
nikluge-au-2022-train-010664,파노린을 노린으로 치든 파노로 치든 뭘로치든 찾아야댈거아냐,0,
nikluge-au-2022-train-010665,사무실에서 당고당받고 오타쿠웃음짓기 하웅,1,
nikluge-au-2022-train-010666,그와중애 오뎅 하나 다 처먹엇어,1,
nikluge-au-2022-train-010667,에어컨 안된거 둠거비집 내려가서 그랫음,0,
nikluge-au-2022-train-010668,얼탱업서,0,
nikluge-au-2022-train-010669,걱정마라,0,
nikluge-au-2022-train-010670,김독자 약먹으면 물이 절로 들어간다,0,
nikluge-au-2022-train-010671,맛대가리없어서웹,1,
nikluge-au-2022-train-010672,&name&님 맨날 ㅂ핫던건디 뉴짤은?,0,
nikluge-au-2022-train-010673,물론 뻔한 남성 중심 드라마고 그래서 역시 고전적 여혐물의 범주에 속합니다만...,1,
nikluge-au-2022-train-010674,니 무기에 힘을 쓰지 말고,0,
nikluge-au-2022-train-010675,이렇게 한이 있는 사람 되면 안되는데,0,
nikluge-au-2022-train-010676,우리도 &location&&location&놈들에게 밀릴수없습니다,1,
nikluge-au-2022-train-010677,덕훗말못해서 좀 힘들었음,0,
nikluge-au-2022-train-010678,&name& 애비가 &name&이다?,0,
nikluge-au-2022-train-010679,너무...좋지 않니...?,0,
nikluge-au-2022-train-010680,&company& 이놈들 아트하우스에서 배급도 안할거면 많이나 만들어서 다회차를 틀든가,1,
nikluge-au-2022-train-010681,배우신 분들은 괜찮은 직장에서 아 저 멍청한 관리직놈 왜 안짤리지 하는 꼴을 너무 많이 봐서 아 진짜 개꿀이구나 하겠죠,1,
nikluge-au-2022-train-010682,이런 새끼도 구의원을 하네,1,
nikluge-au-2022-train-010683,죽은 게이 &name& 무덤에도 여자들이 가서 입술을 수천번 찍고있는데 전광판에 뽀뽀하는 게 예의없을 건 또 뭔가 하고 생각함,1,
nikluge-au-2022-train-010684,내가 바로 식장의 아나킨이다,0,
nikluge-au-2022-train-010685,&name&이 수트 입고 중절모 쓰고 부르는 &name& 의 한남자기고백곡,1,
nikluge-au-2022-train-010686,모든 걸 다 해먹으려는 유난킹,1,
nikluge-au-2022-train-010687,난 학창시절에 그냥 너드오타쿠여서 서열로 보면 하타치였던 것 같은데 성적이 좋아서 약간 상쇄되는 게 있었음,1,
nikluge-au-2022-train-010688,진짜 &affiliation&겜은 맞음,1,
nikluge-au-2022-train-010689,(베니스까지 갔다고하네요),0,
nikluge-au-2022-train-010690,처음에 배콜사 2화까진가 보고 지미가 그 스케이터멍청이형제들 이용해서 삥뜯으려다가 갱단 집 들어가는 데부터 너무 무서워서 한참 시청 중단함,0,
nikluge-au-2022-train-010691,근데 그 뒤부터가 재밌더라고,0,
nikluge-au-2022-train-010692,트친들이랑 부스러분들 드리려고 간식 사러 나갈랬는데 그전에 내가 시체로 발견될거같다고,0,
nikluge-au-2022-train-010693,자취방으로 시켜야겠지?,0,
nikluge-au-2022-train-010694,[오늘 뭐 먹지?],0,
nikluge-au-2022-train-010695,감기걸렷어,0,
nikluge-au-2022-train-010696,1가구1재현분배plz,0,
nikluge-au-2022-train-010697,#| 동생이 쇼미봐서 온가족이서 쇼미 보는데 아빠가 &name& &company&까지 봤대,0,
nikluge-au-2022-train-010698,"미친 시스템으로 탄생시켰고, 미친 시스템 때문에 꼬여버린 그룹을, 결국 미친 시스템으로 다시 풀어보겠다는 건가...",1,
nikluge-au-2022-train-010699,``대갇띵반``이래,0,
nikluge-au-2022-train-010700,늙은 부장님같다고...,0,
nikluge-au-2022-train-010701,&name& 배우님 [우리들]에 선이엄마도 했었어...,0,
nikluge-au-2022-train-010702,쉽게말하면 한남허세 조롱하는 가사에요.,1,
nikluge-au-2022-train-010703,리브페스티벌 데이투 첫티저,0,
nikluge-au-2022-train-010704,한국인 없을 가능성도 꽤 크다고 본다..,0,
nikluge-au-2022-train-010705,확실히 퍼포가 기대되긴 하는데 퍼포도 살풀이하고 그러는 거 아녀?,0,
nikluge-au-2022-train-010706,(라고 말하는 내가 바로 그 꼰대인듯,1,
nikluge-au-2022-train-010707,속이다시원하네,0,
nikluge-au-2022-train-010708,미스틱 보고있냐,0,
nikluge-au-2022-train-010709,감히 칠감을 한낱 냄져냄져트랩팩좽에 갖다붙일 수 없습니다...,1,
nikluge-au-2022-train-010710,"&name& 붇업, &name& 유슏시미인어크라운 같은 노래는 또 좋단 말입니다...",0,
nikluge-au-2022-train-010711,그때 트위터하기 전이었는데.....,0,
nikluge-au-2022-train-010712,`이 한남이 여길 어디라고 기어들어와?`라니 ㄹㅇ 너무 좋아,1,
nikluge-au-2022-train-010713,물론 저는 당사자성이 부재한 한남이기에 저 혼자 멋대로 단언할 수 없습니다...,1,
nikluge-au-2022-train-010714,``유사연애``까지 갈 거 없이..,0,
nikluge-au-2022-train-010715,"유사연애로 아이돌을 파는 사람도 있지만 아닌 사람도 많고, 유사연애로 파는 사람이라 한들 그게 결코 전부는 아니라 생각해서.",0,
nikluge-au-2022-train-010716,저걸 아예 공계에 올렸다고?,0,
nikluge-au-2022-train-010717,그래 너도 한남이었지...,1,
nikluge-au-2022-train-010718,``&location& 활동하는 &location&인이 디자인한 티셔츠를 입고 국뽕튠에 몸을 흔드는 아이돌로지 필진``,1,
nikluge-au-2022-train-010719,그럼 안녕서울을 내지라도 말던가 슴놈들아.....,1,
nikluge-au-2022-train-010720,진짜미쳤나봐요,1,
nikluge-au-2022-train-010721,뭐라구요.....?,0,
nikluge-au-2022-train-010722,슴더퍼포먼스가 아니라 아예 그룹런칭이라고...?,0,
nikluge-au-2022-train-010723,스케쥴 작작잡아 진짜.....,0,
nikluge-au-2022-train-010724,이러고 나서 &affiliation&갈려고 또 후기씀 100프로임,1,
nikluge-au-2022-train-010725,아 국수에 오이나왔어,0,
nikluge-au-2022-train-010726,사단 주변 상권들 양아치 세끼들은 망해도댐,1,
nikluge-au-2022-train-010727,아 쌍커풀 풀려서 한쪽눈만 재수술하고 왔다,0,
nikluge-au-2022-train-010728,말그대로 비상식적인 한남의 모습이 프로그램을 통해 여과없이 드러나는 것이 아닌가 생각됨,1,
nikluge-au-2022-train-010729,새티 최고...,0,
nikluge-au-2022-train-010730,그냥 이 말밖엔 못하겠어...,0,
nikluge-au-2022-train-010731,혜아님 먹고살아야해),0,
nikluge-au-2022-train-010732,나도 아직 못 뜯어봤는데 ㄷㅂ이야 배경 어쩜 이렇게 예뻐,0,
nikluge-au-2022-train-010733,저 진짜요...,0,
nikluge-au-2022-train-010734,웬만하면 ‘와.’ 하고 알티맘하고 넘어가는데...,0,
nikluge-au-2022-train-010735,아니 오지지 않나요,0,
nikluge-au-2022-train-010736,이거 대체 몇 시간이나 걸렸을지 상상도 안 감...,0,
nikluge-au-2022-train-010737,오타쿠모임 즐거워,1,
nikluge-au-2022-train-010738,ㅈㅣ발 너무웃겨...,0,
nikluge-au-2022-train-010739,당신 꾸금애 재능업서요?,0,
nikluge-au-2022-train-010740,그건 갈고 닦는 거야.,0,
nikluge-au-2022-train-010741,근데 이러고서 &name&씨 꾸금 잘 쓸 것 같음....,0,
nikluge-au-2022-train-010742,재능 있다고 보시나요?,0,
nikluge-au-2022-train-010743,저 이건 진짜 개빻아서 말 안 하려고 했는데 뎀좀 가요,1,
nikluge-au-2022-train-010744,제가 쓰던 중장편 초고 읽어주실 분 구함,0,
nikluge-au-2022-train-010745,발단밖에 없음,0,
nikluge-au-2022-train-010746,인알 카운트 안 되나?,0,
nikluge-au-2022-train-010747,술취한노인한남 경의중앙선에서 곡조뽑고 난리남,1,
nikluge-au-2022-train-010748,대박오져,0,
nikluge-au-2022-train-010749,우볼계 블락함,0,
nikluge-au-2022-train-010750,다른 동창 둘이서 룸살롱을 갔는데 거기서 그 레즈 동창을 발견한 거임,1,
nikluge-au-2022-train-010751,개웃겨진자,0,
nikluge-au-2022-train-010752,난 언니가 내 콩팥이란 말야.,0,
nikluge-au-2022-train-010753,반쪽 떨어져나가도 살 수 있어,0,
nikluge-au-2022-train-010754,나 숨 못쉬는중,0,
nikluge-au-2022-train-010755,오메 나 방금 저음에 죽을뻔,0,
nikluge-au-2022-train-010756,너무 건전하게 놀아서 놀랐다,0,
nikluge-au-2022-train-010757,저 단어조차 과분한 폐기물도 한 절반 정도 되는 거 같다.,1,
nikluge-au-2022-train-010758,너무재밋너,0,
nikluge-au-2022-train-010759,나조금 두근거림,0,
nikluge-au-2022-train-010760,지금일어낫다리 호유,0,
nikluge-au-2022-train-010761,로그아웃을 생활화하는 트위터리안이 됩시다.,0,
nikluge-au-2022-train-010762,내일부터 미친듯이 하면 뭐라도 타겠지,0,
nikluge-au-2022-train-010763,아 드디어,0,
nikluge-au-2022-train-010764,이건 욜로가 아니라 걍 골로가는인ㅅ애아닌가?,1,
nikluge-au-2022-train-010765,메말라서 눈물도 안나왔다,0,
nikluge-au-2022-train-010766,당장바꿔,0,
nikluge-au-2022-train-010767,셉이 더 오타쿠같음,1,
nikluge-au-2022-train-010768,한남발라드 떠올리면 그정도면 괜찮죠,1,
nikluge-au-2022-train-010769,저 제 갤러리에 있는 음습한 짤 님한테 보여주고잇을듯요...,0,
nikluge-au-2022-train-010770,이 가게에서 이분이 우리엄마포함해서 나한테 젤 잘해주는데...,0,
nikluge-au-2022-train-010771,그냥 오타쿠라고 욕하라고요,1,
nikluge-au-2022-train-010772,막 만지면 만져지는대로 있네,0,
nikluge-au-2022-train-010773,나말고 해주겟단 사람 없으면 일단 아이디 보내봐 할 수 있는 만큼 해봄,0,
nikluge-au-2022-train-010774,나는 모르는 아이돌이엇다,0,
nikluge-au-2022-train-010775,난 보통 팀명만 알구 이름 잘모름,0,
nikluge-au-2022-train-010776,그 한남발라드는 왜케 실을까??,1,
nikluge-au-2022-train-010777,그니까요...,0,
nikluge-au-2022-train-010778,하 물론 지금 대학 갈 수 잇느냐가문제지만,0,
nikluge-au-2022-train-010779,머물던 여관이 불에 타고 잇으면 집으로 돌아가야하는데,0,
nikluge-au-2022-train-010780,아나 씨발 가게 닫을 시간 되면 나도 손님 나가게끔 해여하는데 계속 아갈희 털어서 30분 넘음,1,
nikluge-au-2022-train-010781,아 불쾌할 수 잇긴 한데 그건 상황이 그럭고 먼가 박쥐는 좀 시각적으로 더러움 ㄱ-,1,
nikluge-au-2022-train-010782,그냥 시계 없으면 죽는 거 아닌데 시계 하나 팔면 삼천만원 뚝딱 이자까지 갚을 수 있는 건데 괜히 뻐팅기다가 이게 뭐노,0,
nikluge-au-2022-train-010783,신&brand& 지금 이렇게 년북충 된 거 보니 내가 첫히 읽으라고 햇을 땐 왜그렇게 갈군건지 억울함,1,
